GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6,p_elliptical,p_spiral,p_irregular,p_max,label,label_name,filepath
224650,0.832172,0.167828,0.0,0.0,0.167828,0.0,0.167828,0.0,0.167828,0.0,0.0,0.117549416,0.050278584,0.163115,0.836885,0.669168645,0.163003355,0.0,0.0,0.032623,0.0,0.0,0.130492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832172,0.0,0.027375264220000004,0.832172,0,elliptical,/kaggle/working/images_training_rev1/224650.jpg
844258,0.046233,0.953767,0.0,0.953767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007371436,0.038861564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718502248,0.034498706,0.200766046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046233,0.9096714902890001,0.0,0.9096714902890001,1,spiral,/kaggle/working/images_training_rev1/844258.jpg
345276,0.078685,0.920146,0.001169,0.920146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097952,0.902048,0.0,0.0,0.078685,0.0,0.032650634,0.0,0.0,0.032650634,0.032650634,0.0,0.680902519,0.129672495,0.109571906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078685,0.846668661316,0.090130140992,0.846668661316,1,spiral,/kaggle/working/images_training_rev1/345276.jpg
706665,0.781853,0.186393,0.031754,0.0,0.186393,0.0,0.186393,0.0,0.186393,0.0,0.186393,0.0,0.0,0.218875,0.781125,0.102922347,0.678930653,0.0,0.05471875,0.05471875,0.0,0.0,0.1094375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781853,0.0,0.040796767875,0.781853,0,elliptical,/kaggle/working/images_training_rev1/706665.jpg
270279,0.808357,0.141137,0.050506,0.141137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.564077173,0.244279827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808357,0.019919652769000002,0.0,0.808357,0,elliptical,/kaggle/working/images_training_rev1/270279.jpg
430685,0.095001,0.904999,0.0,0.876958511,0.028040489,0.0,0.028040489,0.0,0.028040489,0.0,0.0,0.0,0.028040489,0.211725,0.788275,0.011636862,0.038259753,0.045104385,0.0,0.0,0.0,0.0,0.15879375,0.05293125,0.0,0.593700912,0.226255296,0.057002303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095001,0.793646575496489,0.191610913275,0.793646575496489,1,spiral,/kaggle/working/images_training_rev1/430685.jpg
600702,0.101025,0.898975,0.0,0.811074123,0.087900877,0.0,0.087900877,0.0,0.087900877,0.0,0.034507423,0.053393454,0.0,0.703165,0.296835,0.0,0.00560517,0.09541983,0.02672027,0.0,0.0,0.0,0.0,0.0,0.67644473,0.360927985,0.160592676,0.289553462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101025,0.729135359723925,0.632127755875,0.729135359723925,1,spiral,/kaggle/working/images_training_rev1/600702.jpg
434516,0.804711,0.195289,0.0,0.0,0.195289,0.129639478,0.065649522,0.0,0.195289,0.0,0.0,0.130354236,0.064934764,0.077045,0.922955,0.534440764,0.258994626,0.011275611,0.0385225,0.0385225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804711,0.0,0.015046041005,0.804711,0,elliptical,/kaggle/working/images_training_rev1/434516.jpg
623446,0.721975,0.201477,0.076548,0.068684114,0.132792886,0.0,0.132792886,0.0,0.132792886,0.0,0.0,0.074600255,0.058192631,0.216836,0.783164,0.655447892,0.05884746,0.007679648,0.0,0.0,0.0,0.0,0.159587176,0.030351836,0.026896988,0.068684114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721975,0.013838269236378,0.043687466772,0.721975,0,elliptical,/kaggle/working/images_training_rev1/623446.jpg
849065,0.105993,0.894007,0.0,0.894007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098363,0.901637,0.0,0.009713834,0.096279166,0.0,0.032754879,0.0,0.0,0.065608121,0.0,0.0,0.484575932,0.250571388,0.158858786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105993,0.799248516049,0.08793721054100001,0.799248516049,1,spiral,/kaggle/working/images_training_rev1/849065.jpg
995625,0.051752,0.948248,0.0,0.948248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051261,0.948739,0.0,0.0,0.051752,0.0,0.0,0.0,0.0,0.0,0.051261,0.0,0.634131368,0.277672617,0.036444015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051752,0.8991742695039999,0.048608140728,0.8991742695039999,1,spiral,/kaggle/working/images_training_rev1/995625.jpg
159169,0.775937,0.140328,0.083736,0.0,0.140328,0.0,0.140328,0.0,0.140328,0.0,0.080379177,0.059948823,0.0,0.184751,0.815249,0.558498502,0.217438498,0.0,0.0,0.0,0.0,0.061522083,0.123228917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775937,0.0,0.025925738328000002,0.775937,0,elliptical,/kaggle/working/images_training_rev1/159169.jpg
257059,0.770436,0.203062,0.026502,0.0,0.203062,0.0,0.203062,0.145769275,0.057292725,0.0,0.119822419,0.0,0.083239581,0.163897,0.836103,0.611661467,0.147909074,0.010864688,0.0,0.048677409,0.097190921,0.0,0.01802867,0.0,0.0,0.0,0.0,0.0,0.145769275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145769275,0.770436,0.0,0.033281252613999994,0.770436,0,elliptical,/kaggle/working/images_training_rev1/257059.jpg
223521,0.762238,0.237762,0.0,0.017982891,0.219779109,0.110369332,0.109409777,0.128164847,0.091614262,0.0,0.0,0.152822964,0.066956145,0.039021,0.960979,0.060224424,0.693248601,0.008764975,0.002887554,0.036133446,0.0,0.0,0.0,0.0,0.0,0.017982891,0.0,0.0,0.0,0.128164847,0.0,0.0,0.0,0.0,0.0,0.0,0.128164847,0.762238,0.004275648129942,0.009277711002,0.762238,0,elliptical,/kaggle/working/images_training_rev1/223521.jpg
993420,0.926411,0.0,0.073589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128251,0.871749,0.834894563,0.091516437,0.0,0.0,0.042750291,0.042750291,0.042750291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926411,0.0,0.0,0.926411,0,elliptical,/kaggle/working/images_training_rev1/993420.jpg
695955,0.728309,0.21237,0.059321,0.0,0.21237,0.0,0.21237,0.0,0.21237,0.0,0.05771537,0.109526642,0.045127988,0.045692,0.954308,0.675953051,0.052355949,0.0,0.00662534,0.0,0.03906666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728309,0.0,0.009703610040000001,0.728309,0,elliptical,/kaggle/working/images_training_rev1/695955.jpg
774537,0.703041,0.270242,0.026717,0.059158676,0.211083324,0.0,0.211083324,0.0,0.211083324,0.0,0.109807445,0.101275879,0.0,0.0,1.0,0.027326501,0.326987884,0.348726615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038357243,0.0,0.020801433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703041,0.015987158919591998,0.0,0.703041,0,elliptical,/kaggle/working/images_training_rev1/774537.jpg
755348,0.700795,0.273522,0.025683,0.0683805,0.2051415,0.0,0.2051415,0.133633481,0.071508019,0.0,0.068759738,0.084616971,0.051764791,0.0,1.0,0.640872122,0.059922878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683805,0.0,0.0,0.133633481,0.0,0.0,0.0,0.0,0.133633481,0.0,0.0,0.0,0.700795,0.018703571120999997,0.0,0.700795,0,elliptical,/kaggle/working/images_training_rev1/755348.jpg
107553,0.851396,0.109129,0.039476,0.0,0.109129,0.0,0.109129,0.0,0.109129,0.0,0.0,0.109129,0.0,0.0,1.0,0.42447795,0.42691805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851396,0.0,0.0,0.851396,0,elliptical,/kaggle/working/images_training_rev1/107553.jpg
613012,0.76835,0.13976,0.09189,0.0,0.13976,0.0,0.13976,0.0,0.13976,0.0,0.0,0.06988,0.06988,0.051791,0.948209,0.608615413,0.159734587,0.0,0.0,0.0,0.0,0.051791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76835,0.0,0.007238310159999999,0.76835,0,elliptical,/kaggle/working/images_training_rev1/613012.jpg
134718,0.063228,0.93376,0.003012,0.783972757,0.149787243,0.0,0.149787243,0.0,0.149787243,0.0,0.149787243,0.0,0.0,0.044779,0.955221,0.0,0.0,0.063228,0.0,0.0,0.0,0.0,0.044779,0.0,0.0,0.504914518,0.0,0.279058239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063228,0.7320424015763201,0.04181283904,0.7320424015763201,1,spiral,/kaggle/working/images_training_rev1/134718.jpg
164494,0.706703,0.240463,0.052834,0.0,0.240463,0.0,0.240463,0.0,0.240463,0.0,0.058462567,0.182000433,0.0,0.137825,0.862175,0.687100472,0.019602528,0.0,0.0,0.030459325,0.0,0.0,0.016125525,0.09124015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706703,0.0,0.033141812975000004,0.706703,0,elliptical,/kaggle/working/images_training_rev1/164494.jpg
981563,0.801577,0.159031,0.039392,0.0,0.159031,0.0,0.159031,0.0,0.159031,0.0,0.0,0.159031,0.0,0.039653,0.960347,0.693846654,0.107730346,0.0,0.039653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801577,0.0,0.006306056243,0.801577,0,elliptical,/kaggle/working/images_training_rev1/981563.jpg
105459,0.850969,0.108281,0.04075,0.0,0.108281,0.0,0.108281,0.0,0.108281,0.049030286,0.059250714,0.0,0.0,0.221622,0.778378,0.0,0.394463276,0.456505724,0.0,0.0,0.0443244,0.1772976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.850969,0.0,0.023997451782000002,0.850969,0,elliptical,/kaggle/working/images_training_rev1/105459.jpg
350877,0.901652,0.080255,0.018094,0.0,0.080255,0.06523303,0.01502197,0.0,0.080255,0.0,0.080255,0.0,0.0,0.072608,0.927392,0.772579615,0.129072385,0.0,0.0,0.0,0.036304,0.0,0.036304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901652,0.0,0.005827155040000001,0.901652,0,elliptical,/kaggle/working/images_training_rev1/350877.jpg
310222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106646,0.893354,0.040367,0.959633,0.0,0.053323,0.0,0.0,0.0,0.053323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,elliptical,/kaggle/working/images_training_rev1/310222.jpg
838060,0.923518,0.050254,0.026228,0.0,0.050254,0.0,0.050254,0.0,0.050254,0.0,0.050254,0.0,0.0,0.191065,0.808935,0.923518,0.0,0.0,0.0,0.0,0.02522058,0.0,0.100691255,0.065153165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923518,0.0,0.009601780510000001,0.923518,0,elliptical,/kaggle/working/images_training_rev1/838060.jpg
668757,0.94868,0.0,0.05132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.895367979,0.053312021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94868,0.0,0.0,0.94868,0,elliptical,/kaggle/working/images_training_rev1/668757.jpg
846787,0.847863,0.10945,0.042688,0.0,0.10945,0.0,0.10945,0.0,0.10945,0.0,0.071575703,0.037874297,0.0,0.101336,0.898664,0.505428092,0.342434908,0.0,0.0,0.0,0.0,0.101336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847863,0.0,0.0110912252,0.847863,0,elliptical,/kaggle/working/images_training_rev1/846787.jpg
954327,0.857168,0.113028,0.029804,0.0,0.113028,0.0,0.113028,0.0,0.113028,0.0,0.0,0.113028,0.0,0.103706,0.896294,0.241490798,0.615677202,0.0,0.0,0.0259265,0.0,0.0,0.0777795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857168,0.0,0.011721681768000002,0.857168,0,elliptical,/kaggle/working/images_training_rev1/954327.jpg
213863,0.123762,0.85087,0.025368,0.85087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334653,0.665347,0.0,0.0,0.123762,0.0,0.0,0.027776199,0.0,0.0,0.0,0.306876801,0.61858249,0.18038444,0.05190307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123762,0.7239797569,0.28474619810999996,0.7239797569,1,spiral,/kaggle/working/images_training_rev1/213863.jpg
594749,0.705385,0.202269,0.092346,0.034009105,0.168259895,0.0,0.168259895,0.115029531,0.053230364,0.081124657,0.0,0.0,0.087135237,0.480505,0.519495,0.67032666,0.03505834,0.0,0.0,0.0,0.200370585,0.0,0.160008165,0.12012625,0.0,0.0,0.034009105,0.0,0.0,0.0,0.115029531,0.0,0.115029531,0.0,0.0,0.0,0.0,0.705385,0.006878987659244999,0.097191265845,0.705385,0,elliptical,/kaggle/working/images_training_rev1/594749.jpg
974076,0.795621,0.198552,0.005827,0.0,0.198552,0.0,0.198552,0.0,0.198552,0.0,0.0,0.198552,0.0,0.0662,0.9338,0.0,0.726378104,0.069242896,0.0,0.0,0.0,0.0331,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795621,0.0,0.0131441424,0.795621,0,elliptical,/kaggle/working/images_training_rev1/974076.jpg
791814,0.859983,0.140017,0.0,0.0,0.140017,0.052160113,0.087856887,0.085337421,0.054679579,0.033925559,0.0,0.022789027,0.083302554,0.521612,0.478388,0.010713668,0.750618102,0.09865123,0.0,0.016674892,0.051587948,0.0,0.206351794,0.246996844,0.0,0.0,0.0,0.0,0.0,0.085337421,0.0,0.0,0.085337421,0.0,0.0,0.0,0.0,0.859983,0.0,0.07303454740399999,0.859983,0,elliptical,/kaggle/working/images_training_rev1/791814.jpg
465196,0.885723,0.081987,0.03229,0.0,0.081987,0.0,0.081987,0.0,0.081987,0.0,0.0,0.081987,0.0,0.029144,0.970856,0.67024608,0.21547692,0.0,0.0,0.0,0.029144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885723,0.0,0.002389429128,0.885723,0,elliptical,/kaggle/working/images_training_rev1/465196.jpg
165004,0.723892,0.226998,0.049111,0.0,0.226998,0.0,0.226998,0.149283873,0.077714127,0.0,0.061082211,0.066970539,0.09894525,0.238213,0.761787,0.587819849,0.136072151,0.0,0.026441643,0.079324929,0.0,0.0,0.132446428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149283873,0.149283873,0.0,0.0,0.0,0.0,0.0,0.723892,0.0,0.054073874574,0.723892,0,elliptical,/kaggle/working/images_training_rev1/165004.jpg
478849,0.886772,0.093219,0.02001,0.0,0.093219,0.0,0.093219,0.0,0.093219,0.0,0.0,0.027232346,0.065986654,0.194118,0.805882,0.251566575,0.635205425,0.0,0.0,0.0,0.0,0.0,0.083276622,0.110841378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886772,0.0,0.018095485842,0.886772,0,elliptical,/kaggle/working/images_training_rev1/478849.jpg
689468,0.752723,0.2011,0.046177,0.0,0.2011,0.0,0.2011,0.0,0.2011,0.0,0.0,0.2011,0.0,0.14446,0.85554,0.525614427,0.227108573,0.0,0.0,0.07223,0.036115,0.0,0.036115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752723,0.0,0.029050906,0.752723,0,elliptical,/kaggle/working/images_training_rev1/689468.jpg
179144,0.974643,0.0,0.025357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632751,0.367249,0.207169141,0.767473859,0.0,0.0,0.0,0.0,0.0,0.17717028,0.45558072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974643,0.0,0.0,0.974643,0,elliptical,/kaggle/working/images_training_rev1/179144.jpg
647386,0.126305,0.856898,0.016797,0.042578405,0.814319595,0.145018105,0.66930149,0.287747972,0.526571623,0.041077538,0.37435819,0.321698585,0.077185283,0.899769,0.100231,0.030988679,0.095316321,0.0,0.0,0.0,0.125067891,0.574952391,0.099874359,0.099874359,0.0,0.042578405,0.0,0.0,0.0,0.202084538,0.085663435,0.057549594,0.0,0.115099189,0.0,0.0,0.115099189,0.126305,0.03648535008769,0.7710102565620001,0.7710102565620001,2,irregular,/kaggle/working/images_training_rev1/647386.jpg
575400,0.969746,0.0,0.030254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115765,0.884235,0.0,0.843923396,0.125822604,0.0,0.0,0.0578825,0.0578825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969746,0.0,0.0,0.969746,0,elliptical,/kaggle/working/images_training_rev1/575400.jpg
173317,0.708477,0.212381,0.079141,0.0,0.212381,0.066386903,0.145994097,0.04531,0.167071,0.0,0.0,0.212381,0.0,0.249244,0.750756,0.603622404,0.104854596,0.0,0.0,0.062311,0.0311555,0.0,0.0934665,0.062311,0.0,0.0,0.0,0.0,0.0,0.04531,0.0,0.0,0.0,0.0,0.0,0.0,0.04531,0.708477,0.0,0.052934689964,0.708477,0,elliptical,/kaggle/working/images_training_rev1/173317.jpg
756737,0.918343,0.058704,0.022952,0.0,0.058704,0.0,0.058704,0.045183295,0.013520705,0.0,0.0,0.028852488,0.029851512,0.0,1.0,0.049095535,0.869247465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045183295,0.0,0.0,0.0,0.0,0.0,0.0,0.045183295,0.918343,0.0,0.0,0.918343,0,elliptical,/kaggle/working/images_training_rev1/756737.jpg
186542,0.938532,0.061468,0.0,0.0,0.061468,0.0,0.061468,0.0,0.061468,0.0,0.030341404,0.031126596,0.0,0.055449,0.944551,0.922493427,0.016038573,0.0,0.0,0.0,0.0277245,0.0,0.0277245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938532,0.0,0.003408339132,0.938532,0,elliptical,/kaggle/working/images_training_rev1/186542.jpg
681338,0.854588,0.134303,0.011108,0.0,0.134303,0.0,0.134303,0.0,0.134303,0.0,0.0,0.134303,0.0,0.080421,0.919579,0.376313553,0.478274447,0.0,0.0,0.0,0.0,0.0,0.0402105,0.0402105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854588,0.0,0.010800781563000001,0.854588,0,elliptical,/kaggle/working/images_training_rev1/681338.jpg
541651,0.715407,0.242153,0.04244,0.0,0.242153,0.129616752,0.112536248,0.0,0.242153,0.0,0.135748792,0.066878058,0.03952615,0.0,1.0,0.675334192,0.040072808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715407,0.0,0.0,0.715407,0,elliptical,/kaggle/working/images_training_rev1/541651.jpg
336635,0.851661,0.052484,0.095855,0.0,0.052484,0.0,0.052484,0.0,0.052484,0.0,0.0,0.052484,0.0,0.023956,0.976044,0.039988039,0.59386577,0.217807191,0.0,0.023956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851661,0.0,0.0012573067040000001,0.851661,0,elliptical,/kaggle/working/images_training_rev1/336635.jpg
409682,0.837748,0.12255,0.039702,0.0,0.12255,0.0,0.12255,0.092986651,0.029563349,0.060949017,0.061600983,0.0,0.0,0.111969,0.888031,0.022763289,0.814984711,0.0,0.0,0.037285677,0.074683323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092986651,0.0,0.0,0.0,0.0,0.0,0.092986651,0.837748,0.0,0.01372180095,0.837748,0,elliptical,/kaggle/working/images_training_rev1/409682.jpg
597301,0.882621,0.117379,0.0,0.0,0.117379,0.0,0.117379,0.0,0.117379,0.0,0.0,0.0,0.117379,0.03846,0.96154,0.680544922,0.1908765,0.01120046,0.03846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882621,0.0,0.00451439634,0.882621,0,elliptical,/kaggle/working/images_training_rev1/597301.jpg
865835,0.71344,0.188925,0.097635,0.0,0.188925,0.0,0.188925,0.0,0.188925,0.0,0.079488493,0.109436507,0.0,0.420205,0.579795,0.492208677,0.221231323,0.0,0.0,0.038265128,0.0,0.0,0.252015848,0.129924024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71344,0.0,0.079387229625,0.71344,0,elliptical,/kaggle/working/images_training_rev1/865835.jpg
